,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
28942,37,private,289886,Graduate,10,Single,Service,Family,Asian-Pac-Islander,Male,0,0,30,Non-US,<=50K
28943,23,,86337,Graduate,10,Single,,Not-Family,White,Female,0,0,15,US,<=50K
28944,45,govt,54190,Graduate,14,Married,White-Collar,Family,White,Male,0,0,50,US,>50K
28945,17,private,147069,NonGraduate,6,Single,White-Collar,Family,White,Female,0,0,16,US,<=50K
28946,56,private,282023,Graduate,14,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
28947,38,self_emp,379485,Graduate,12,Separated,White-Collar,Not-Family,White,Male,0,0,45,US,<=50K
28948,81,private,129338,NonGraduate,4,Married,Blue-Collar,Family,White,Male,0,0,10,US,<=50K
28949,22,private,99829,Graduate,10,Single,Blue-Collar,Family,White,Female,0,0,30,US,<=50K
28950,43,govt,182254,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
28951,31,private,109428,Graduate,12,Married,White-Collar,Family,White,Female,0,1740,40,US,<=50K
28952,42,self_emp,351161,Graduate,13,Married,White-Collar,Family,White,Male,0,1887,40,US,>50K
28953,66,,210750,Graduate,10,Married,,Family,White,Male,0,0,50,US,<=50K
28954,50,private,132716,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
28955,31,private,242984,Graduate,10,Separated,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
28956,35,private,101509,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
28957,21,,509629,Graduate,10,Single,,Family,White,Female,0,0,35,US,<=50K
28958,36,private,119957,Graduate,13,Separated,Service,Not-Family,Black,Female,0,0,35,US,<=50K
28959,33,private,69727,NonGraduate,4,Married,Blue-Collar,Family,White,Male,0,0,40,Non-US,<=50K
28960,36,private,204590,Graduate,13,Separated,White-Collar,Not-Family,Black,Female,0,213,40,US,<=50K
28961,37,,50862,NonGraduate,9,Married,,Family,White,Male,0,0,55,US,<=50K
28962,50,private,182907,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,25,US,<=50K
28963,55,private,206487,Graduate,10,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
28964,29,private,168015,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Female,0,0,40,US,<=50K
28965,24,private,149396,Graduate,10,Single,Service,Family,Black,Female,0,0,30,Non-US,<=50K
28966,39,govt,184964,Graduate,10,Separated,White-Collar,Not-Family,White,Male,0,0,40,US,>50K
28967,34,private,398988,Graduate,13,Single,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
28968,29,private,128777,NonGraduate,4,Separated,Blue-Collar,Not-Family,White,Female,0,0,55,US,<=50K
28969,60,private,252413,Graduate,10,Married,Blue-Collar,Family,Other,Male,0,0,32,US,>50K
28970,33,private,181372,Graduate,14,Married,White-Collar,Family,White,Female,0,0,50,US,>50K
28971,58,private,216851,NonGraduate,5,Single,Blue-Collar,Family,White,Male,0,0,40,Non-US,<=50K
28972,27,private,106935,Graduate,10,Separated,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
28973,46,govt,363875,Graduate,10,Separated,Service,Not-Family,Amer-Indian-Eskimo,Female,0,0,40,US,<=50K
28974,63,private,287277,NonGraduate,9,Separated,Service,Not-Family,White,Male,0,0,40,US,<=50K
28975,38,self_emp,172342,Graduate,10,Separated,Service,Not-Family,White,Female,0,0,40,US,<=50K
28976,23,private,308498,Graduate,10,Single,Blue-Collar,Family,White,Male,0,0,15,US,<=50K
28977,29,private,122127,Graduate,13,Single,White-Collar,Not-Family,White,Female,8614,0,40,US,>50K
28978,31,private,106437,Graduate,15,Married,White-Collar,Family,White,Female,0,0,60,US,>50K
28979,49,self_emp,306289,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
28980,45,self_emp,201699,Graduate,16,Married,White-Collar,Family,White,Male,0,0,60,US,>50K
28981,42,private,282062,NonGraduate,5,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
28982,48,private,235108,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
28983,33,private,339482,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
28984,24,private,181820,Graduate,10,Single,White-Collar,Family,White,Male,0,0,40,US,<=50K
28985,49,self_emp,99335,Graduate,10,Married,White-Collar,Family,White,Male,0,0,50,US,<=50K
28986,40,private,367533,Graduate,10,Married,Blue-Collar,Family,White,Male,2580,0,40,US,<=50K
28987,57,private,64960,Graduate,11,Married,White-Collar,Family,White,Male,0,1902,45,US,<=50K
28988,50,private,269095,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
28989,46,private,58683,Graduate,13,Married,White-Collar,Family,White,Male,15024,0,55,US,>50K
28990,35,self_emp,89508,Graduate,10,Married,White-Collar,Family,White,Male,3908,0,60,US,<=50K
28991,19,private,100999,Graduate,10,Single,Service,Family,White,Female,0,0,20,US,<=50K
28992,18,private,34125,NonGraduate,6,Single,Service,Family,White,Female,0,0,28,US,<=50K
28993,20,private,115057,NonGraduate,9,Single,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
28994,42,private,139126,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
28995,46,private,104632,NonGraduate,9,Married,Blue-Collar,Family,Asian-Pac-Islander,Male,0,0,40,Non-US,>50K
28996,40,govt,178866,NonGraduate,9,Married,White-Collar,Family,White,Female,0,0,20,US,>50K
28997,54,private,139850,Graduate,14,Married,White-Collar,Family,Asian-Pac-Islander,Male,0,0,45,US,>50K
28998,28,private,61435,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,45,US,<=50K
28999,38,private,309230,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
29000,28,private,45613,Graduate,10,Single,Service,Not-Family,White,Female,0,0,40,US,<=50K
29001,22,private,272615,NonGraduate,7,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29002,31,private,54318,Graduate,13,Married,White-Collar,Family,White,Male,0,0,50,US,>50K
29003,27,private,165519,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29004,45,private,48495,Graduate,13,Married,White-Collar,Family,White,Male,0,0,42,US,>50K
29005,38,private,143123,Graduate,13,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
29006,67,self_emp,431426,Graduate,12,Married,White-Collar,Family,White,Female,20051,0,4,US,>50K
29007,75,private,256474,Graduate,14,Single,Service,Not-Family,White,Male,0,0,16,US,<=50K
29008,41,private,191451,Graduate,14,Separated,White-Collar,Not-Family,Black,Female,0,0,60,US,>50K
29009,37,private,99146,Graduate,13,Married,White-Collar,Family,White,Male,0,0,60,US,>50K
29010,47,private,235986,NonGraduate,9,Single,White-Collar,Family,White,Female,0,0,50,Non-US,<=50K
29011,34,govt,429897,Graduate,13,Married,White-Collar,Family,White,Male,0,0,45,Non-US,>50K
29012,25,private,189897,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29013,52,private,145155,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
29014,27,govt,192257,NonGraduate,9,Single,Service,Family,White,Male,2174,0,40,US,<=50K
29015,35,private,194960,NonGraduate,9,Single,Blue-Collar,Not-Family,Other,Male,0,0,40,Non-US,<=50K
29016,44,govt,357814,NonGraduate,8,Married,Service,Family,White,Female,0,0,35,Non-US,<=50K
29017,27,govt,137629,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,80,US,>50K
29018,42,private,156526,Graduate,10,Single,White-Collar,Not-Family,White,Male,0,0,33,US,<=50K
29019,26,private,189238,NonGraduate,5,Single,Service,Family,White,Female,0,0,38,Non-US,<=50K
29020,23,private,202989,NonGraduate,9,Single,White-Collar,Not-Family,White,Male,0,0,40,Non-US,<=50K
29021,28,private,25684,NonGraduate,9,Single,White-Collar,Not-Family,Amer-Indian-Eskimo,Female,0,0,40,US,<=50K
29022,38,self_emp,192939,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,50,US,<=50K
29023,28,private,138692,Graduate,10,Single,Blue-Collar,Family,White,Male,0,0,50,US,<=50K
29024,29,private,222249,NonGraduate,9,Single,White-Collar,Family,White,Female,0,0,40,US,<=50K
29025,56,self_emp,201318,NonGraduate,5,Married,White-Collar,Family,White,Male,3411,0,50,Non-US,<=50K
29026,23,,190650,Graduate,13,Single,,Not-Family,Asian-Pac-Islander,Male,0,0,35,US,<=50K
29027,30,private,56004,Graduate,10,Single,White-Collar,Family,Black,Female,0,0,40,US,<=50K
29028,48,private,182313,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29029,45,self_emp,138962,Graduate,10,Married,White-Collar,Family,Asian-Pac-Islander,Male,0,0,72,,<=50K
29030,38,private,277248,Graduate,14,Married,White-Collar,Family,White,Male,0,0,60,Non-US,>50K
29031,24,private,125031,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29032,47,govt,216414,Graduate,16,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
29033,22,private,171176,NonGraduate,9,Single,Service,Not-Family,White,Female,0,0,48,,<=50K
29034,29,private,356133,Graduate,10,Single,White-Collar,Family,White,Female,0,0,40,US,<=50K
29035,45,private,185397,Graduate,12,Separated,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
29036,24,private,308285,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29037,40,private,56651,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29038,28,govt,154863,NonGraduate,5,Married,Blue-Collar,Family,Black,Male,0,0,40,Non-US,>50K
29039,46,govt,44706,Graduate,13,Separated,White-Collar,Not-Family,White,Female,0,0,50,US,>50K
29040,34,,222548,Graduate,10,Married,,Family,White,Female,0,0,4,US,<=50K
29041,32,private,248754,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29042,20,private,104981,NonGraduate,9,Single,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
29043,23,private,315065,Graduate,10,Single,Service,Not-Family,White,Male,0,0,35,Non-US,<=50K
29044,46,private,188325,NonGraduate,9,Married,Service,Family,White,Male,0,0,40,US,<=50K
29045,21,private,221661,NonGraduate,9,Single,White-Collar,Family,White,Female,0,0,35,US,<=50K
29046,59,private,81973,Graduate,14,Married,White-Collar,Family,Asian-Pac-Islander,Male,0,0,40,US,>50K
29047,31,private,169122,Graduate,10,Married,White-Collar,Family,White,Male,0,0,50,US,<=50K
29048,48,private,216734,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
29049,34,private,98101,NonGraduate,4,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29050,19,private,292511,Graduate,10,Single,Service,Family,White,Male,0,0,25,US,<=50K
29051,20,private,122971,Graduate,10,Single,White-Collar,Family,White,Male,0,0,35,US,<=50K
29052,29,private,124953,Graduate,13,Single,White-Collar,Family,White,Male,0,0,50,US,<=50K
29053,54,private,123011,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
29054,36,private,76417,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,52,US,<=50K
29055,43,private,351576,Graduate,13,Single,White-Collar,Not-Family,White,Male,0,0,50,US,>50K
29056,46,govt,33794,Graduate,13,Married,White-Collar,Family,White,Male,3103,0,40,US,>50K
29057,33,private,79923,Graduate,14,Married,White-Collar,Family,White,Male,0,0,45,US,>50K
29058,33,private,117983,NonGraduate,6,Separated,Service,Not-Family,White,Female,0,0,45,US,<=50K
29059,36,private,186110,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29060,37,private,187589,NonGraduate,9,Married,Blue-Collar,Family,White,Male,5178,0,40,US,>50K
29061,37,,319685,Graduate,11,Married,,Family,White,Male,0,0,54,US,>50K
29062,64,,64101,NonGraduate,8,Married,,Family,White,Male,0,0,24,US,<=50K
29063,45,self_emp,162923,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,60,US,<=50K
29064,25,private,288519,Graduate,13,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
29065,28,private,33798,Graduate,11,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29066,26,private,195734,NonGraduate,9,Single,White-Collar,Family,White,Female,2354,0,40,US,<=50K
29067,23,private,214120,NonGraduate,9,Single,Service,Family,White,Male,0,0,40,US,<=50K
29068,24,private,113515,NonGraduate,9,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
29069,58,self_emp,261230,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
29070,36,private,98515,Graduate,11,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
29071,46,private,187715,Graduate,10,Married,White-Collar,Family,White,Male,0,0,50,US,<=50K
29072,23,,214238,NonGraduate,4,Single,,Not-Family,White,Female,0,0,40,Non-US,<=50K
29073,32,private,123964,Graduate,10,Married,White-Collar,Family,White,Male,4386,0,50,US,<=50K
29074,26,private,68991,NonGraduate,9,Single,Service,Not-Family,Black,Male,0,0,40,US,<=50K
29075,52,private,292110,NonGraduate,3,Single,Blue-Collar,Not-Family,White,Female,0,0,40,US,<=50K
29076,19,private,198320,NonGraduate,9,Single,Service,Not-Family,White,Female,0,0,45,US,<=50K
29077,33,private,709798,Graduate,13,Married,White-Collar,Family,White,Male,0,0,60,US,>50K
29078,60,private,372838,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29079,39,private,160402,Graduate,10,Separated,White-Collar,Not-Family,White,Male,0,0,38,US,<=50K
29080,45,private,98475,Graduate,13,Separated,White-Collar,Not-Family,White,Male,0,0,45,US,<=50K
29081,37,govt,97136,Graduate,10,Separated,White-Collar,Not-Family,Black,Female,0,0,40,US,<=50K
29082,29,private,136985,Graduate,12,Single,White-Collar,Family,White,Male,0,0,40,US,<=50K
29083,53,private,187356,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,66,US,<=50K
29084,46,govt,107231,Graduate,10,Married,White-Collar,Family,White,Male,0,1740,40,US,<=50K
29085,20,private,305874,Graduate,10,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29086,39,private,290922,Graduate,14,Single,White-Collar,Family,White,Female,0,0,40,US,<=50K
29087,48,private,248254,Graduate,10,Married,White-Collar,Family,White,Female,7298,0,40,US,>50K
29088,38,private,160808,NonGraduate,9,Married,Blue-Collar,Family,Black,Male,4386,0,48,US,<=50K
29089,36,private,247321,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,45,US,<=50K
29090,53,private,247651,NonGraduate,4,Separated,Blue-Collar,Not-Family,Black,Female,0,0,56,US,<=50K
29091,29,private,214702,NonGraduate,9,Single,Blue-Collar,Not-Family,White,Male,0,1974,35,US,<=50K
29092,64,private,75577,NonGraduate,4,Married,White-Collar,Family,White,Male,2580,0,50,US,<=50K
29093,34,private,561334,Graduate,10,Married,White-Collar,Family,White,Male,0,0,50,US,>50K
29094,36,,224886,NonGraduate,9,Married,,Family,White,Male,0,0,40,US,<=50K
29095,41,govt,401134,Graduate,13,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
29096,34,private,258170,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,38,US,<=50K
29097,68,,141181,NonGraduate,5,Married,,Family,White,Male,0,0,2,US,<=50K
29098,37,private,292370,Graduate,13,Married,White-Collar,Family,Other,Male,0,0,50,,>50K
29099,22,private,300871,Graduate,10,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
29100,43,private,136721,NonGraduate,8,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29101,19,,140399,Graduate,10,Single,,Family,White,Female,0,0,30,US,<=50K
29102,36,private,109133,Graduate,10,Single,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
29103,47,private,186534,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,55,US,>50K
29104,25,private,226891,Graduate,11,Single,Service,Family,Asian-Pac-Islander,Female,0,0,40,,<=50K
29105,33,private,241885,Graduate,10,Separated,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
29106,27,private,97165,Graduate,10,Single,Blue-Collar,Family,White,Female,0,0,40,US,<=50K
29107,33,private,212918,Graduate,10,Single,White-Collar,Not-Family,White,Male,0,0,70,US,<=50K
29108,24,private,211585,NonGraduate,9,Married,Blue-Collar,Family,White,Female,0,0,40,US,<=50K
29109,47,govt,178309,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
29110,48,self_emp,481987,NonGraduate,6,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
29111,28,private,215211,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,50,US,<=50K
29112,33,govt,194901,Graduate,13,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
29113,44,private,340885,Graduate,13,Married,Blue-Collar,Family,White,Male,0,1977,40,US,>50K
29114,33,govt,190290,Graduate,11,Single,Service,Not-Family,White,Male,0,0,56,US,<=50K
29115,26,private,188569,Graduate,10,Single,White-Collar,Not-Family,White,Female,0,0,25,US,<=50K
29116,22,private,162282,Graduate,11,Single,White-Collar,Family,White,Male,0,0,40,US,<=50K
29117,34,private,287315,Graduate,10,Married,White-Collar,Family,White,Male,0,0,55,US,>50K
29118,31,self_emp,304212,Graduate,10,Single,White-Collar,Family,White,Male,0,0,45,US,<=50K
29119,73,,200878,NonGraduate,9,Separated,,Not-Family,White,Female,0,0,15,US,<=50K
29120,38,govt,256864,Graduate,11,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
29121,51,self_emp,46401,Graduate,10,Married,White-Collar,Family,White,Female,0,0,40,US,>50K
29122,36,private,37778,Graduate,10,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
29123,29,private,191722,Graduate,10,Married,Service,Family,White,Male,7688,0,54,US,>50K
29124,64,self_emp,103643,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,15,US,>50K
29125,24,private,143766,Graduate,10,Single,Blue-Collar,Family,White,Male,0,0,55,US,<=50K
29126,21,govt,204425,Graduate,10,Single,White-Collar,Family,White,Female,0,0,20,US,<=50K
29127,28,private,156257,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,60,US,>50K
29128,18,,113185,NonGraduate,7,Single,,Family,White,Male,0,0,25,US,<=50K
29129,41,self_emp,112262,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,50,US,<=50K
29130,17,private,28031,NonGraduate,5,Single,Service,Family,White,Male,0,0,16,US,<=50K
29131,58,private,320102,Graduate,16,Married,White-Collar,Family,White,Male,0,0,50,US,>50K
29132,50,self_emp,334273,Graduate,13,Married,White-Collar,Family,White,Male,0,0,8,US,<=50K
29133,30,private,356015,NonGraduate,7,Separated,Blue-Collar,Not-Family,Amer-Indian-Eskimo,Male,0,0,40,Non-US,<=50K
29134,47,private,278900,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29135,24,private,142528,Graduate,10,Single,White-Collar,Family,White,Male,0,0,20,US,<=50K
29136,50,govt,343014,Graduate,10,Married,White-Collar,Family,Black,Male,0,0,40,US,<=50K
29137,29,private,201017,Graduate,14,Single,White-Collar,Not-Family,White,Male,0,0,55,Non-US,<=50K
29138,31,self_emp,81030,Graduate,16,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
29139,40,self_emp,34007,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,70,US,>50K
29140,31,private,29662,Graduate,10,Single,White-Collar,Not-Family,White,Female,0,0,60,US,<=50K
29141,53,private,347446,NonGraduate,5,Married,Blue-Collar,Family,Black,Male,0,0,40,US,<=50K
29142,33,private,90668,NonGraduate,9,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
29143,43,private,190403,Graduate,13,Married,Service,Family,White,Male,0,0,40,US,<=50K
29144,56,private,109015,Graduate,10,Married,White-Collar,Family,White,Female,7688,0,50,US,>50K
29145,38,private,234807,Graduate,13,Married,White-Collar,Family,White,Female,0,0,50,US,>50K
29146,18,private,157131,NonGraduate,7,Single,White-Collar,Family,White,Female,0,0,30,US,<=50K
29147,50,private,94081,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
29148,78,private,135566,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,2329,0,12,US,<=50K
29149,27,private,103164,NonGraduate,7,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29150,19,private,570002,Graduate,10,Single,White-Collar,Family,White,Female,0,0,25,US,<=50K
29151,24,govt,215797,Graduate,13,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
29152,20,private,289405,Graduate,10,Single,White-Collar,Family,White,Male,0,1602,15,US,<=50K
29153,25,private,239461,Graduate,14,Single,White-Collar,Family,White,Male,0,0,35,US,<=50K
29154,34,private,101510,Graduate,13,Separated,White-Collar,Not-Family,White,Female,0,0,50,US,>50K
29155,30,self_emp,443546,Graduate,11,Married,White-Collar,Family,White,Male,0,0,35,US,<=50K
29156,37,govt,141029,Graduate,14,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
29158,67,un_emp,137192,NonGraduate,9,Married,White-Collar,Family,Asian-Pac-Islander,Male,0,0,12,Non-US,<=50K
29159,35,private,222989,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,30,US,<=50K
29160,75,self_emp,36325,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,30,US,<=50K
29161,47,private,73394,Graduate,10,Married,White-Collar,Family,White,Female,0,0,50,US,<=50K
29162,23,private,249046,NonGraduate,6,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29163,51,govt,100653,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,8,US,<=50K
29164,42,govt,1125613,NonGraduate,9,Separated,Service,Not-Family,Black,Male,0,0,40,US,<=50K
29165,32,private,101352,Graduate,10,Married,White-Collar,Family,White,Female,0,0,32,US,>50K
29166,54,private,340476,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,35,US,<=50K
29167,20,private,192711,Graduate,10,Single,Blue-Collar,Family,White,Female,0,0,40,US,<=50K
29168,39,private,273362,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
29169,41,private,100451,NonGraduate,9,Married,Blue-Collar,Family,White,Male,7688,0,38,US,>50K
29170,35,private,85399,NonGraduate,9,Single,Blue-Collar,Not-Family,White,Female,0,0,40,US,<=50K
29171,45,govt,168191,Graduate,13,Married,Blue-Collar,Family,White,Male,0,0,35,US,>50K
29172,27,private,153475,Graduate,13,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
29173,61,self_emp,196773,NonGraduate,4,Married,White-Collar,Family,White,Male,0,0,30,US,>50K
29174,41,private,180138,NonGraduate,9,Single,White-Collar,Not-Family,White,Male,0,0,50,US,<=50K
29175,22,private,48347,Graduate,10,Single,White-Collar,Family,White,Male,0,0,40,US,<=50K
29176,55,private,175071,Graduate,10,Married,Blue-Collar,Family,Black,Male,15024,0,40,US,>50K
29177,66,,129476,Graduate,13,Married,,Family,White,Male,0,0,6,US,<=50K
29178,25,private,181772,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29179,20,private,284317,Graduate,10,Single,Service,Family,White,Female,0,0,35,US,<=50K
29180,20,private,237305,Graduate,10,Single,Blue-Collar,Family,Black,Female,0,0,35,US,<=50K
29181,67,self_emp,111321,Graduate,13,Married,White-Collar,Family,White,Male,0,0,16,US,<=50K
29182,44,private,278476,Graduate,10,Married,White-Collar,Family,White,Male,0,0,60,US,>50K
29183,42,private,39060,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,60,US,>50K
29184,29,govt,205262,Graduate,10,Single,White-Collar,Not-Family,Other,Male,0,0,40,Non-US,<=50K
29185,48,private,198000,Graduate,10,Single,Blue-Collar,Not-Family,White,Female,0,0,38,US,>50K
29186,25,private,397962,NonGraduate,9,Single,White-Collar,Family,Black,Female,0,0,40,US,<=50K
29187,31,private,178370,NonGraduate,9,Separated,Service,Not-Family,White,Female,0,0,99,US,>50K
29188,48,private,121253,Graduate,13,Separated,White-Collar,Not-Family,White,Female,0,2472,70,US,>50K
29189,40,private,56072,Graduate,14,Separated,White-Collar,Not-Family,White,Male,0,0,20,US,<=50K
29190,26,private,176756,Graduate,10,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
29191,28,private,60374,NonGraduate,9,Married,Service,Family,White,Female,0,0,35,US,<=50K
29192,52,private,165681,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
29193,41,self_emp,287037,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
29194,39,self_emp,55568,Graduate,13,Married,Blue-Collar,Family,White,Female,0,0,50,US,<=50K
29195,48,private,155509,NonGraduate,9,Single,White-Collar,Not-Family,Black,Female,0,0,16,Non-US,<=50K
29196,19,private,201178,NonGraduate,9,Single,White-Collar,Not-Family,White,Female,0,0,30,US,<=50K
29197,27,private,37250,Graduate,10,Married,Blue-Collar,Family,White,Male,0,1651,40,US,<=50K
29198,59,private,314149,Graduate,11,Married,White-Collar,Family,White,Male,0,1740,50,US,<=50K
29199,19,private,264593,Graduate,10,Single,White-Collar,Family,White,Male,0,0,40,US,<=50K
29200,32,private,159589,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,50,US,<=50K
29201,39,private,454915,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29202,33,private,285131,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29203,38,private,150057,NonGraduate,9,Single,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
29204,27,private,55390,Graduate,10,Single,Blue-Collar,Family,White,Male,0,0,45,US,<=50K
29205,23,private,314894,NonGraduate,9,Single,White-Collar,Family,White,Female,0,0,45,US,<=50K
29206,59,,184948,Graduate,11,Separated,,Not-Family,White,Male,0,0,48,US,<=50K
29207,25,govt,124483,Graduate,13,Single,White-Collar,Not-Family,Asian-Pac-Islander,Male,0,0,20,Non-US,<=50K
29208,37,self_emp,97986,Graduate,12,Married,White-Collar,Family,White,Male,0,0,68,US,<=50K
29209,31,private,210562,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,65,US,<=50K
29210,24,private,233280,Graduate,12,Single,White-Collar,Family,White,Female,0,0,37,US,<=50K
29211,53,govt,164300,Graduate,13,Separated,White-Collar,Not-Family,White,Female,0,0,38,Non-US,<=50K
29212,26,private,227489,Graduate,10,Single,Blue-Collar,Family,Black,Male,0,0,40,,<=50K
29213,25,private,263773,Graduate,10,Married,White-Collar,Family,White,Female,0,0,40,US,>50K
29214,59,private,96459,NonGraduate,7,Single,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
29215,39,govt,116608,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
29216,28,private,180007,Graduate,10,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
29217,22,private,305466,NonGraduate,9,Single,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
29218,20,private,238917,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,40,Non-US,<=50K
29219,25,private,129784,Graduate,10,Single,Service,Family,White,Female,0,0,40,US,<=50K
29220,27,private,367390,Graduate,10,Single,Blue-Collar,Not-Family,White,Male,0,0,50,US,<=50K
29221,20,private,235691,NonGraduate,9,Single,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
